Title, Number_of_characters, Description, Gender, doNotUse, birthYear, deathDate, deathYear, ethnicity, nationality, country, region, religion, activeYearsStartYear, genre, notableWork, almaMater 
Glenn Eichler, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, 1985, NA, NA, NA
Glenn Fabry, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Glenn Greenberg, 1, Writer, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Glenn Howerton, 6, NA, NA, 1976-04-13, 1976, NA, NA, NA, NA, NA, NA, NA, 1997, NA, NA, NA
Glenn Kessler (screenwriter), 2, American actor and director, NA, 1970-04-06, 1970, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Glória Perez, 3, Brazilian writer, NA, 1948-09-25, 1948, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Go Nagai, 1, NA, NA, 1945-09-06, 1945, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Goran Parlov, 1, Comic book artist, NA, 1967-03-14, 1967, NA, NA, NA, Croats, NA, NA, NA, NA, NA, NA, NA
Gosho Aoyama, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Graham Dury, 4, NA, NA, NA, NA, NA, NA, NA, United Kingdom, NA, NA, NA, NA, NA, NA, NA
Graham Fellows, 1, NA, NA, 1959-05-21, 1959, NA, NA, NA, NA, NA, NA, NA, NA, Observational comedy, NA, NA
Graham Linehan, 1, NA, NA, 1968-05-22, 1968, NA, NA, NA, NA, NA, NA, NA, NA, Observational comedy and Surreal humour, NA, NA
Graham Nolan, 5, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Grant Miehm, 1, NA, NA, NA, NA, NA, NA, NA, Canadians, NA, NA, NA, NA, NA, NA, NA
Grant Morrison, 74, NA, NA, NA, NA, NA, NA, NA, Scottish people, NA, NA, NA, NA, NA, NA, NA
Gray Morrow, 3, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Greg Berlanti, 1, NA, NA, 1972-05-24, 1972, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Greg Capullo, 4, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Greg Daniels, 20, NA, NA, 1963-06-13, 1963, NA, NA, NA, NA, NA, NA, NA, 1987, NA, The Simpsons and Saturday Night Live and Not Necessarily the News and The Office (U.S. TV series) and King of the Hill and Parks and Recreation, Harvard University
Greg Iles, 1, NA, NA, NA, 1960, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Greg Land, 2, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Greg Pak, 11, NA, NA, 1968-08-23, 1968, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Greg Potter, 1, comic book writer, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Greg Rucka, 23, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Greg Weisman, 8, NA, NA, 1963-09-28, 1963, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Gregg Hurwitz, 1, Crime noveland comic writer, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, Crime fiction, Punisher and Foolkiller and Penguin: Pain and Prejudice and Batman: The Dark Knight, Trinity College Oxford and Harvard University
Gregory Maguire, 2, NA, NA, 1954-06-09, 1954, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Gregory Wright (comics), 4, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Grim Natwick, 1, NA, NA, 1890-08-16, 1890, 1990-10-07, 1990, NA, NA, NA, NA, NA, NA, NA, NA, NA
Guillermo del Toro, 1, NA, NA, 1964-10-09, 1964, NA, NA, NA, NA, NA, NA, NA, 1985, NA, NA, NA
Guy Davis (comics), 2, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Gy Waldron, 1, American screenwriter, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Herr Seele, 1, Comedian, NA, 1959-04-13, 1959, NA, NA, NA, NA, NA, NA, NA, NA, Satire and Observational comedy and Surreal humour, NA, NA
Herschel Weingrod, 1, American screenwriter, NA, 1947-10-30, 1947, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Hideaki Anno, 2, NA, NA, 1960-05-22, 1960, NA, NA, NA, Japanese people, NA, NA, NA, 1982, NA, NA, NA
Hideaki Sorachi, 1, NA, NA, 1979-05-25, 1979, NA, NA, NA, Japanese people, NA, NA, NA, NA, NA, NA, NA
Hirohiko Araki, 1, NA, NA, 1960-06-07, 1960, NA, NA, NA, Japanese people, NA, NA, NA, 1980, Supernatural and Adventure and Action (fiction), NA, NA
Hiromu Arakawa, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Hiroshi Aramata, 1, NA, NA, 1947-07-12, 1947, NA, NA, NA, NA, NA, NA, NA, NA, NA, Teito Monogatari, Keio University
Howard Ashman, 1, NA, NA, 1950-05-17, 1950, 1991-03-14, 1991, NA, NA, NA, NA, NA, 1979, NA, NA, NA
Howard Chaykin, 8, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Howard Gordon, 3, NA, NA, 1961-03-31, 1961, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Howard Mackie, 18, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Howard Overman, 9, British screenwriter, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, 2005, NA, NA, NA
Howard Porter, 10, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Howard Post, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Howard Purcell, 4, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Hugo Pratt, 1, NA, NA, NA, NA, NA, NA, NA, Italy, NA, NA, NA, NA, NA, NA, NA
Humayun Ahmed, 2, NA, NA, 1948-11-13, 1948, 2012-07-19, NA, Bengalis, NA, NA, NA, NA, NA, NA, NA, North Dakota State University and University of Dhaka
Humberto Ramos, 6, NA, NA, NA, NA, NA, NA, NA, Mexicans, NA, NA, NA, NA, NA, NA, NA
Huntress (Helena Wayne), 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Héctor Germán Oesterheld, 1, NA, NA, NA, NA, NA, NA, NA, Argentines, NA, NA, NA, NA, NA, NA, NA
Hans Christian Andersen, 2, NA, NA, 1805-04-02, 1805, 1875-08-05, NA, NA, NA, NA, NA, NA, NA, Childrens literature and Travel literature, NA, NA
Hans Rosenfeldt, 1, Swedish writer, NA, 1964-07-13, 1964, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Harlan Ellison, 2, NA, NA, 1934-05-27, 1934, NA, NA, NA, NA, NA, NA, NA, 1955, Horror fiction and Crime fiction and Speculative fiction and Criticism and Fantasy and Mystery fiction, Dangerous Visions and I Have No Mouth and I Must Scream and Repent Harlequin! Said the Ticktockman and A Boy and His Dog, NA
Harman and Ising, 4, NA, NA, 1903-08-07 and 1903-08-31, 1903, 1982-11-25 and 1992-07-18, 1982 and 1992, NA, NA, NA, NA, NA, NA, NA, NA, NA
Harold Gray, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Harold Ramis, 5, NA, NA, 1944-11-21, 1944, 2014-02-24, 2014, NA, NA, NA, NA, NA, 1969, NA, NA, Washington University in St. Louis
Harriet Beecher Stowe, 1, NA, NA, 1811-06-14, 1811, 1896-07-01, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Harris Levey, 1, Artist, NA, 1921-08-13, 1921, 1984-08-18, 1984, NA, NA, NA, NA, NA, NA, NA, NA, NA
Harry Bates (author), 2, NA, NA, 1900-10-09, 1900, NA, NA, NA, NA, NA, NA, NA, 1930, Science fiction, Farewell to the Master, NA
Harry Corbett, 1, NA, NA, 1918-01-28, 1918, 1989-08-17, 1989, NA, NA, NA, NA, NA, 1940, NA, NA, NA
Harry Harrison (writer), 1, NA, NA, 1925-03-12, 1925, 2012-08-15, NA, NA, NA, NA, NA, NA, 1951, Satire and Science fiction, NA, NA
Harry Julian Fink, 1, NA, NA, 1923-07-07, 1923, 2001-08-08, 2001, NA, NA, NA, NA, NA, NA, NA, NA, NA
Harry Lampert, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Harry Lucey, 1, Artist, NA, 1913-11-13, 1913, 1984-08-28, 1984, NA, United States, NA, NA, NA, NA, NA, NA, NA
Harry Sahle, 2, Artist, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Harry Turtledove, 1, NA, NA, 1949-06-14, 1949, NA, NA, American Jews, NA, NA, NA, NA, NA, Alternate history and Science fiction and Historical fiction and History and Fantasy, The Two Georges and The Guns of the South and Worldwar series and Southern Victory and Crosstime Traffic, NA
Hart Hanson, 7, NA, NA, 1957-07-26, 1957, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Harvey Kurtzman, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Hawley Pratt, 2, NA, NA, 1911-06-09, 1911, 1999-03-02, 1999, NA, NA, NA, NA, NA, 1939, NA, NA, NA
Hayao Miyazaki, 1, NA, NA, 1941-01-05, 1941, NA, NA, NA, NA, NA, NA, NA, 1963, NA, NA, NA
Hein Mevissen, 1, Dutch film director, NA, 1972-01-03, 1972, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Helen Fielding, 1, NA, NA, 1958-02-19, 1958, NA, NA, NA, NA, NA, NA, NA, NA, Chick lit, Bridget Jones's Diary, St Anne's College Oxford
Helen Oyeyemi, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, Fiction, NA, NA
Henning Bahs, 1, NA, NA, 1928-03-12, 1928, 2002-03-29, 2002, NA, NA, NA, NA, NA, 1960, NA, NA, NA
Henry Boltinoff, 3, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Henry Farrell, 1, NA, NA, 1920-09-27, 1920, 2006-03-29, 2006, NA, NA, NA, NA, NA, NA, NA, NA, NA
Henry Flint, 2, NA, NA, NA, NA, NA, NA, NA, British people, NA, NA, NA, NA, NA, NA, NA
Henry Gilroy, 1, American screenwriter, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Henry Kuttner, 1, NA, NA, 1915-04-07, 1915, 1958-02-04, NA, NA, NA, NA, NA, NA, NA, Horror fiction and Fantasy, NA, NA
Henryk Sienkiewicz, 14, NA, NA, 1846-05-05, 1846, 1916-11-15, NA, NA, Poles, NA, NA, NA, 0019, NA, Quo Vadis (novel) and With Fire and Sword and In Desert and Wilderness and The Knights of the Cross and Fire in the Steppe and The Deluge (novel) and Janko Muzykant, NA
Herb Trimpe, 35, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Hergé, 10, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Herman Melville, 4, NA, NA, 1819-08-01, 1819, 1891-09-28, NA, NA, NA, NA, NA, NA, NA, Allegory and Travel literature and Gothic fiction and Nautical fiction and Captivity narrative and Tall tale, NA, NA
H. A. Rey, 1, NA, NA, 1898-09-16, 1898, 1977-08-26, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
H. G. Peter, 18, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
H. P. Lovecraft, 5, NA, NA, 1890-08-20, 1890, 1937-03-15, NA, NA, NA, NA, NA, NA, 1917, Horror fiction and Science fiction and Gothic fiction and Dark fantasy and Weird fiction, The Call of Cthulhu and At the Mountains of Madness and The Shadow Out of Time, NA
H. Rider Haggard, 1, NA, NA, 1856-06-22, 1856, 1925-05-14, NA, NA, NA, NA, NA, NA, 0019, Fable and Science fiction and Historical fiction and Fantasy and Adventure fiction, King Solomons Mines and She: A History of Adventure and Allan Quatermain, NA
Hagai Levi, 1, Israeli film director, NA, NA, 1963, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Haim Saban, 1, NA, NA, 1944-10-15, 1944, NA, NA, NA, United States and Israel, NA, NA, NA, NA, NA, NA, NA
Hajime Isayama, 1, Manga artist, NA, 1986-08-29, 1986, NA, NA, NA, NA, NA, NA, NA, 2006, NA, NA, NA
Hajime Kanzaka, 3, NA, NA, 1964-07-17, 1964, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Hamilton Luske, 1, American film director, NA, 1903-10-16, 1903, 1968-02-19, 1968, NA, NA, NA, NA, NA, 1934, NA, NA, NA
Hank Steinberg, 6, American businessman, NA, NA, 1969, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
I. Marlene King, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, 1995, NA, NA, NA
Ian Anderson, 1, NA, NA, 1947-08-10, 1947, NA, NA, NA, NA, NA, NA, NA, 1962, Progressive rock and Hard rock and Folk rock and Blues rock, NA, NA
Ian Brennan (writer), 23, American television producer screenwriter and actor, NA, NA, 1978, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Ian Churchill, 2, NA, NA, NA, NA, NA, NA, NA, British people, NA, NA, NA, NA, NA, NA, NA
Ian Edginton, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ian Gibson (comics), 5, NA, NA, NA, NA, NA, NA, NA, British people, NA, NA, NA, NA, NA, NA, NA
Ibn-e-Safi, 3, NA, NA, 1928-07-26, 1928, 1980-07-26, NA, NA, NA, NA, NA, NA, 1940, Crime fiction and Mystery fiction and Adventure fiction and Spy fiction, Jasoosi Dunya and Imran Series, NA
Ichirō Ōkouchi, 1, NA, NA, 1968-03-28, 1968, NA, NA, NA, NA, Japan, NA, NA, NA, NA, NA, NA
Igor Kordey, 3, NA, NA, NA, NA, NA, NA, NA, Croats, NA, NA, NA, NA, NA, NA, NA
Ilene Chaiken, 3, NA, NA, 1957-06-30, 1957, NA, NA, NA, NA, NA, NA, NA, 1980, NA, NA, NA
Invisible Kid, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Irene Mecchi, 3, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, The Lion King and Hercules (1997 film) and The Hunchback of Notre Dame (1996 film) and Brave (2012 film), University of California Berkeley
Irv Novick, 8, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Irwin Allen, 2, NA, NA, 1916-06-12, 1916, 1991-11-02, 1991, NA, NA, NA, NA, NA, 1950, NA, NA, NA
Irwin Hasen, 9, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Isaac Asimov, 1, NA, NA, 1919-10-04, 1919, 1992-04-06, NA, NA, NA, NA, NA, NA, 1939, Mystery fiction and Hard science fiction and Social science fiction, NA, NA
Ishirō Honda, 2, NA, NA, 1911-05-07, 1911, 1993-02-28, 1993, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ivan Goff, 1, NA, NA, 1910-04-17, 1910, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ivan Reis, 3, NA, NA, NA, NA, NA, NA, NA, Brazilians, NA, NA, NA, NA, NA, NA, NA
Iwao Takamoto, 2, NA, NA, 1925-04-29, 1925, 2007-01-08, 2007, NA, NA, NA, NA, NA, NA, NA, NA, NA
Jerry Seinfeld, 7, NA, NA, 1954-04-29, 1954, NA, NA, NA, NA, NA, NA, NA, NA, Political satire and Black comedy and Observational comedy, NA, NA
Jerry Siegel, 57, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Jerry Zucker (film director), 1, NA, NA, 1950-03-11, 1950, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Jess Winfield, 1, American writer, NA, 1961-03-08, 1961, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Jesus Merino, 2, NA, NA, NA, NA, NA, NA, NA, Spaniards, NA, NA, NA, NA, NA, NA, NA
Jesús Blasco, 1, NA, NA, NA, NA, NA, NA, NA, Spain, NA, NA, NA, NA, NA, NA, NA
Jim Abrahams, 1, NA, NA, 1944-05-10, 1944, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Jim Aparo, 19, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Jim Baikie, 2, NA, NA, NA, NA, NA, NA, NA, United Kingdom, NA, NA, NA, NA, NA, NA, NA
Jim Balent, 5, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Jim Berry (cartoonist), 3, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Jim Butcher, 3, NA, NA, 1971-10-26, 1971, NA, NA, NA, NA, NA, NA, NA, 2000, Science fiction and Speculative fiction and Fantasy literature, The Dresden Files and Codex Alera, NA
Jim Calafiore, 1, Artist, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Jim Carrey, 1, NA, NA, 1962-01-17, 1962, NA, NA, NA, Canadian Americans, NA, NA, NA, NA, NA, NA, NA
Jim Cheung, 8, NA, NA, NA, NA, NA, NA, NA, British people, NA, NA, NA, NA, NA, NA, NA
Jim Davis (cartoonist), 3, NA, NA, 1945-07-28, 1945, NA, NA, NA, NA, NA, NA, NA, 1969, NA, NA, NA
Jim Henson, 19, NA, NA, 1936-09-24, 1936, 1990-05-16, 1990, NA, NA, NA, NA, NA, 1955, NA, NA, University of Maryland College Park
Jim Jinkins, 1, NA, NA, 1953-08-08, 1953, NA, NA, NA, NA, NA, NA, Christian, 1981, NA, NA, Lipscomb University
Jim Lawson (comics), 1, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Jim Lee, 58, NA, NA, NA, NA, NA, NA, NA, Korean language, NA, NA, NA, NA, NA, NA, NA
Jim Mooney, 28, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Jim Shooter, 45, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Jim Starlin, 31, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Jim Steranko, 8, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Jim Valentino, 3, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Jimmie Robinson, 1, Artist, NA, NA, 1963, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Jimmy Palmiotti, 16, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Jo Duffy, 8, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Joanna Johnson, 1, NA, NA, 1961-12-31, 1961, NA, NA, NA, NA, NA, NA, NA, 1984, NA, NA, NA
Jock (cartoonist), 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Jodi Picoult, 1, NA, NA, 1966-05-19, 1966, NA, NA, NA, NA, NA, NA, NA, 1992, NA, NA, NA
Joe Bennett (artist), 5, NA, NA, NA, NA, NA, NA, NA, Brazilians, NA, NA, NA, NA, NA, NA, NA
Joe Camp, 1, American film director, NA, 1939-04-20, 1939, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Joe Casey, 6, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Joe Connelly (producer), 5, Scriptwriter, NA, 1917-08-22, 1917, 2003-02-13, 2003, NA, NA, NA, NA, NA, NA, NA, NA, NA
Joe Edwards (comics), 1, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Joe Gill, 7, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Joe Grant, 2, NA, NA, 1908-05-15, 1908, 2005-05-06, 2005, NA, NA, NA, NA, NA, NA, NA, NA, NA
Joe Kelly (writer), 13, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Joe Kubert, 13, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Joe Madureira, 10, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Joe Maneely, 5, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Joe Murray (animator), 2, NA, NA, 1961-05-03, 1961, NA, NA, NA, NA, NA, NA, NA, 1987, NA, NA, NA
Joe Oriolo, 1, NA, NA, 1913-02-21, 1913, 1985-12-25, 1985, NA, NA, NA, NA, NA, NA, NA, NA, NA
Joe Orlando, 6, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Joe Phillips, 2, Artist, NA, 1969-02-13, 1969, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Joe Pruett, 1, Writer, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Joe Quesada, 9, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Joe Ranft, 2, NA, NA, 1960-03-13, 1960, 2005-08-16, 2005, NA, United States, NA, NA, NA, 1980, NA, NA, California Institute of the Arts
Joe Ruby, 1, NA, NA, 1933-03-30, 1933, NA, NA, NA, NA, NA, NA, NA, 1960, NA, NA, NA
Joe Shuster, 25, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Joe Simon, 20, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Joe Sinnott, 5, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Joe Staton, 18, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Joel Chandler Harris, 2, NA, NA, 1848-12-09, 1848, 1908-07-03, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Joel Hodgson, 8, NA, NA, 1960-02-20, 1960, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, Bethel University (Minnesota)
Joey Cavalieri, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
John Ajvide Lindqvist, 1, NA, NA, 1968-12-02, 1968, NA, NA, NA, NA, NA, NA, NA, 2004, Horror fiction, NA, NA
John Arcudi, 4, NA, NA, NA, NA, NA, NA, NA, Italy and United States, NA, NA, NA, NA, NA, NA, NA
John Bolton (illustrator), 1, NA, NA, NA, NA, NA, NA, NA, United Kingdom, NA, NA, NA, NA, NA, NA, NA
John Broome (writer), 42, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
John Buscema, 53, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
John Byrne (comics), 83, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
John Carpenter, 3, NA, NA, 1948-01-16, 1948, NA, NA, NA, NA, NA, NA, NA, 1962, NA, NA, University of Southern California
John Cassaday, 8, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
John D. MacDonald, 1, NA, NA, 1916-07-24, 1916, 1986-12-28, NA, NA, NA, NA, NA, NA, 1945, Detective fiction, NA, NA
James O'Barr, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
James Patterson, 2, NA, NA, 1947-03-22, 1947, NA, NA, NA, NA, NA, NA, NA, NA, Thriller (genre) and Young-adult fiction, Alex Cross (novel series) and Womens Murder Club (novel series) and Maximum Ride, Vanderbilt University and Manhattan College
James Robinson (writer), 13, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
James Sherman (comics), 2, Artist, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
James Thurber, 1, NA, NA, 1894-12-08, 1894, 1961-11-02, NA, NA, NA, NA, NA, NA, 1929, Short story and Gag cartoon, My World and Welcome to It and My Life and Hard Times, NA
James Wan, 3, NA, NA, 1977-02-27, 1977, NA, NA, Malaysian Chinese, NA, NA, NA, NA, 1999, NA, NA, NA
James Wong (filmmaker), 1, NA, NA, 1959-04-20, 1959, NA, NA, NA, NA, NA, NA, NA, 1985, NA, NA, NA
Jamie Brittain, 26, British television writer, NA, 1985-08-14, 1985, NA, NA, NA, NA, United Kingdom and Scotland, NA, NA, NA, NA, NA, NA
Jamie Delano, 4, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Jamie Hewlett, 4, NA, NA, NA, NA, NA, NA, NA, British people, NA, NA, NA, NA, NA, NA, NA
Jamie McKelvie, 1, Cartoonist, NA, NA, 1980, NA, NA, NA, English people, NA, NA, NA, NA, NA, NA, NA
Jan Duursema, 1, Artist, NA, 1954-10-27, 1954, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Jan Kruis, 1, NA, NA, NA, NA, NA, NA, NA, Dutch people, NA, NA, NA, NA, NA, NA, NA
Jane Espenson, 6, NA, NA, 1964-07-14, 1964, NA, NA, NA, NA, NA, NA, NA, 1994, NA, NA, NA
Jane Turner, 3, NA, NA, 1960-12-01, 1960, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Janet Asimov, 1, NA, NA, 1926-08-06, 1926, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Janice Karman, 1, NA, NA, 1954-05-21, 1954, NA, NA, NA, NA, NA, NA, NA, 1978, NA, NA, NA
Jason Aaron, 4, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Jason Katims, 11, NA, NA, 1960-11-30, 1960, NA, NA, NA, United States, NA, NA, NA, NA, NA, Roswell (TV series) and Friday Night Lights (TV series) and Parenthood (2010 TV series) and About a Boy (TV series), NA
Jason Latour, 1, Americancomic book artist, NA, 1977-08-29, 1977, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Jason Pearson, 1, Comic creator, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Jason Rothenberg (television producer), 2, American screenwriter, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, Body Politic (TV pilot) and The 100 (TV series), NA
Jason Segel, 1, NA, NA, 1980-01-18, 1980, NA, NA, NA, NA, NA, NA, NA, 1998, NA, NA, NA
Jaume Balagueró, 2, Spanish film director, NA, 1968-11-02, 1968, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Javed Akhtar, 1, NA, NA, 1945-01-17, 1945, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Javier Hernandez (comics), 5, Artist, NA, 1966-04-23, 1966, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Javier Pulido, 1, Artist, NA, NA, 1970, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
